Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
IPGP,4720868097,United States,2006,225800,Technology,Semiconductors
ENIC,4717159201,Chile,2016,826571,Utilities,Electric Utilities: Central
RYN,4712743881,United States,,551344,Real Estate,Real Estate Investment Trusts
UNMA,4712302807,United States,2018,21306,Finance,Accident &Health Insurance
WOLF,4710978591,United States,,2793493,Technology,Semiconductors
ENO,4701046435,United States,2016,9493,Utilities,Power Generation
CWAN,4694284133,United States,2021,1115870,Technology,Computer Software: Prepackaged Software
PSNY,4684071240,Sweden,,1709541,Consumer Discretionary,Auto Manufacturing
DNB,4683698591,United States,2020,4604224,Finance,Finance: Consumer Services
ESGR,4671773901,Bermuda,,28971,Finance,Property-Casualty Insurers
NTCO,4669011634,Brazil,2020,337501,Consumer Discretionary,Package Goods/Cosmetics
BLKB,4665790564,United States,2004,246446,Technology,Computer Software: Prepackaged Software
EMP,4665096012,United States,2016,9005,,
UGI,4660880784,United States,,2222053,Utilities,Natural Gas Distribution
FLO,4653089781,United States,,989786,Consumer Staples,Packaged Foods
DTW,4651134294,United States,2017,18050,Utilities,Electric Utilities: Central
GME,4649927874,United States,2002,4204392,Consumer Discretionary,Electronics Distribution
SIM,4649087033,Mexico,1998,104,Industrials,Steel/Iron Ore
ONB,4646821480,United States,,1413133,Finance,Major Banks
LANC,4633312460,United States,,88415,Consumer Staples,Packaged Foods
JHG,4620198970,United Kingdom,2017,826770,Finance,Investment Managers
VMI,4617660213,United States,,225464,Industrials,Metal Fabrications
CRSP,4616613762,Switzerland,2016,3653133,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IBP,4614770793,United States,2014,221042,Consumer Discretionary,Homebuilding
RIG,4611475822,Switzerland,,16745209,Energy,Oil & Gas Production
SKM,4610814344,South Korea,,305514,Telecommunications,Telecommunications Equipment
RH,4610787101,United States,2012,999761,Consumer Discretionary,Other Specialty Stores
VAL,4604787510,United States,2021,702198,Energy,Oil & Gas Production
POWI,4602052768,United States,1997,314672,Technology,Semiconductors
VVV,4596268407,United States,2016,1653879,Industrials,Major Chemicals
THG,4584028534,United States,,130948,Finance,Property-Casualty Insurers
BEPC,4577557045,United States,2020,775508,Utilities,Electric Utilities: Central
FNB,4575063911,United States,,1403058,Finance,Major Banks
NFG,4571276891,United States,,408599,Energy,Oil & Gas Production
NUVL,4556965712,United States,2021,441749,Health Care,Biotechnology: Pharmaceutical Preparations
NTRSO,4551694594,United States,,44902,Finance,Major Banks
DXC,4539005046,United States,,2637643,Technology,EDP Services
SID,4521980359,Brazil,,976113,Industrials,Steel/Iron Ore
EAI,4512835399,United States,2016,23674,Utilities,Electric Utilities: Central
HOG,4495622753,United States,,1232173,Consumer Discretionary,Motor Vehicles
FSS,4494109247,United States,,227524,Consumer Discretionary,Auto Manufacturing
OLLI,4485149247,United States,2015,903731,Consumer Discretionary,Department/Specialty Retail Stores
DOCS,4482236624,United States,2021,1310568,Technology,Retail: Computer Software & Peripheral Equipment
PTEN,4477451558,United States,1993,6759923,Energy,Oil & Gas Production
STNE,4474051100,Brazil,2018,4251326,Technology,EDP Services
JOBY,4463407642,United States,2020,4383815,Consumer Discretionary,Aerospace
SLGN,4459089515,United States,2022,556478,Industrials,Containers/Packaging
LPX,4457409792,United States,,542067,Basic Materials,Forest Products
SUM,4457078195,United States,2015,1095318,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
PWSC,4454808732,United States,2021,523699,Technology,Computer Software: Prepackaged Software
BMI,4453094661,United States,1971,76262,Industrials,Industrial Machinery/Components
ALKS,4432366956,Ireland,1991,2325339,Health Care,Biotechnology: Pharmaceutical Preparations
FTAI,4426513392,United States,,728780,Industrials,Misc Corporate Leasing Services
ACT,4420589475,United States,2021,273728,Finance,Specialty Insurers
ALIT,4417888272,United States,2021,3763235,Consumer Discretionary,Business Services
CAVA,4416078966,United States,2023,17849081,Consumer Discretionary,Restaurants
SRCL,4413365751,United States,1996,729514,Industrials,Environmental Services
NWS,4409499110,United States,,952932,Consumer Discretionary,Newspapers/Magazines
KBH,4408531845,United States,1986,790081,Consumer Discretionary,Homebuilding
AUR,4407387494,United States,2021,6959649,Technology,EDP Services
KRC,4403517798,United States,1997,1314264,Real Estate,Real Estate Investment Trusts
VERX,4399888490,United States,2020,459239,Technology,Computer Software: Prepackaged Software
DOOO,4396025836,Canada,,161033,Consumer Discretionary,Industrial Specialties
HAE,4387701986,United States,1991,225530,Health Care,Medical/Dental Instruments
MDGL,4386421088,United States,2007,381795,Health Care,Biotechnology: Pharmaceutical Preparations
QDEL,4381303339,United States,,375202,Health Care,Medical Specialities
HHH,4372154988,United States,,285454,Real Estate,Real Estate Investment Trusts
AEL,4370072878,United States,2003,299432,Finance,Life Insurance
BCC,4360027427,United States,2013,257041,Consumer Discretionary,RETAIL: Building Materials
BCPC,4357378718,United States,,201477,Industrials,Major Chemicals
SWX,4355508623,United States,,409887,Utilities,Oil & Gas Production
ABG,4345940966,United States,2002,124497,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
AL,4345606643,United States,2011,949110,Consumer Discretionary,Diversified Commercial Services
POR,4344282873,United States,,1326025,Utilities,Electric Utilities: Central
AVT,4343297424,United States,,403303,Technology,Electronic Components
ENJ,4341542209,United States,,1579,Utilities,Power Generation
OXLCM,4331320000,United States,,8784,Finance,Investment Managers
WU,4328585015,United States,,5296645,Consumer Discretionary,Business Services
SEDG,4327879425,Israel,2015,3559746,Technology,Semiconductors
NSP,4323062667,United States,,240996,Consumer Discretionary,Professional Services
IPAR,4320606756,United States,,70422,Consumer Discretionary,Package Goods/Cosmetics
CRUS,4320438590,United States,1989,294263,Technology,Semiconductors
ASGN,4314080000,United States,1992,281654,Consumer Discretionary,Professional Services
HGV,4312881759,United States,2016,776054,Consumer Discretionary,Hotels/Resorts
BIPC,4307213771,Canada,2020,620324,Utilities,Power Generation
KEX,4304844000,United States,,387921,Consumer Discretionary,Marine Transportation
AA,4292249387,United States,2016,5848425,Industrials,Aluminum
COOP,4288166933,United States,,332335,Finance,Finance: Consumer Services
CBT,4288111267,United States,,239061,Industrials,Major Chemicals
ELC,4284521820,United States,2016,16122,Utilities,Electric Utilities: Central
NJR,4274705925,United States,,493937,Utilities,Oil/Gas Transmission
SIG,4273070402,Bermuda,,708790,Consumer Discretionary,Consumer Specialties
LOPE,4265097376,United States,2008,96099,Real Estate,Other Consumer Services
GDEV,4249799394,Cyprus,,1522,Technology,EDP Services
PEGA,4249654040,United States,1996,494297,Technology,EDP Services
ETRN,4245957800,United States,2018,4876219,Utilities,Natural Gas Distribution
RCM,4243398539,United States,,9958263,Consumer Discretionary,Other Consumer Services
MGY,4242459274,United States,2017,2064920,Energy,Oil & Gas Production
SNDR,4238248653,United States,2017,555175,Industrials,Trucking Freight/Courier Services
HUN,4236926767,United States,2005,1129362,Industrials,Major Chemicals
FELE,4232255561,United States,,109340,Consumer Discretionary,Metal Fabrications
EEFT,4227490732,United States,1997,279054,Technology,EDP Services
KD,4226725020,United States,2021,1323111,Technology,EDP Services
PECO,4226664000,United States,2021,1740096,Real Estate,Real Estate Investment Trusts
CC,4223068952,United States,2015,916379,Industrials,Major Chemicals
FUL,4216918134,United States,,233007,Industrials,Home Furnishings
PDI,4215180600,United States,2012,2258043,Finance,Trusts Except Educational Religious and Charitable
ANF,4209868863,United States,,1329241,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ASH,4209459046,United States,,300160,Consumer Discretionary,Specialty Chemicals
SAM,4203718551,United States,,109889,Consumer Staples,Beverages (Production/Distribution)
LNC,4202524569,United States,,1912333,Finance,Life Insurance
TKC,4197600000,Turkey,,266109,Telecommunications,Telecommunications Equipment
SYNA,4192826117,United States,2002,210782,Technology,Semiconductors
ASAN,4188103750,United States,2020,2111493,Technology,Retail: Computer Software & Peripheral Equipment
ORA,4187969750,United States,2004,309742,Utilities,Electric Utilities: Central
IAC,4186110412,United States,,590883,Technology,Computer Software: Programming Data Processing
ASO,4185845627,United States,2020,997772,Consumer Discretionary,Recreational Games/Products/Toys
AWI,4179454961,United States,,608249,Industrials,Plastic Products
TDC,4177038000,United States,,1324648,Technology,EDP Services
IQ,4167766468,China,2018,6362084,Consumer Discretionary,Consumer Electronics/Video Chains
DTG,4166426285,United States,2021,17138,Utilities,Electric Utilities: Central
EXPO,4162176852,United States,,366762,Consumer Discretionary,Professional Services
SPXC,4152152904,United States,,156876,Industrials,Industrial Machinery/Components
AGO,4148238714,Bermuda,2004,414733,Finance,Property-Casualty Insurers
DTB,4145800413,United States,2020,30415,Utilities,Electric Utilities: Central
AQN,4141731574,United States,2016,3666733,Utilities,Electric Utilities: Central
GBCI,4140349712,United States,,654020,Finance,Major Banks
PFSI,4136348553,United States,2013,305386,Finance,Finance: Consumer Services
ACLS,4132401851,United States,2000,474067,Technology,Industrial Machinery/Components
FRO,4131827200,Bermuda,,2410524,Consumer Discretionary,Marine Transportation
RCB,4127549563,United States,2019,92,Real Estate,Real Estate Investment Trusts
SGRY,4117356231,United States,2015,753278,Health Care,Hospital/Nursing Management
RCC,4117222082,United States,2021,2537,Real Estate,Real Estate Investment Trusts
HCP,4091603159,United States,2021,2838011,Technology,EDP Services
MSGS,4089821414,United States,2015,109052,Consumer Discretionary,Services-Misc. Amusement & Recreation
SHC,4083896873,United States,2020,441174,Health Care,Medical Specialities
YETI,4082953936,United States,2018,1139396,Consumer Discretionary,Recreational Games/Products/Toys
AEO,4073240777,United States,,2382416,Consumer Discretionary,Clothing/Shoe/Accessory Stores
OXLCL,4067448000,United States,,5532,Finance,Finance Companies
OXLCN,4054428000,United States,,790,Finance,Investment Managers
GATX,4051260000,United States,,95458,Consumer Discretionary,Transportation Services
RDN,4011269252,United States,,1404039,Finance,Property-Casualty Insurers
SM,4005850268,United States,,1193687,Energy,Oil & Gas Production
OXLCP,4004952000,United States,,5342,Finance,Investment Managers
INSM,4004307199,United States,,1911337,Health Care,Biotechnology: Pharmaceutical Preparations
FFIN,4001569165,United States,,332308,Finance,Major Banks
CRVL,3999178308,United States,,31992,Finance,Specialty Insurers
WEN,3989057221,United States,,1515765,Consumer Discretionary,Restaurants
MMSI,3984781878,United States,,540473,Health Care,Medical/Dental Instruments
MRTX,3984389701,United States,,856910,Health Care,Biotechnology: Pharmaceutical Preparations
GT,3978184894,United States,,2623454,Consumer Discretionary,Automotive Aftermarket
DAVA,3972113023,United Kingdom,2018,295419,Technology,EDP Services
OXLCZ,3966760000,United States,,2764,Finance,Finance Companies
JXN,3957513236,United States,2021,763153,Finance,Life Insurance
MDU,3936329750,United States,,891410,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IMPPP,3927705815,Greece,,9107,Consumer Discretionary,Marine Transportation
ATS,3906950801,Canada,2023,37444,,
SMPL,3904472096,United States,,469720,Consumer Staples,Packaged Foods
PRGO,3903941948,United States,,2507047,Health Care,Biotechnology: Pharmaceutical Preparations
INST,3903902289,,2021,153316,Technology,Computer Software: Prepackaged Software
BTG,3888135085,Canada,,9298818,Basic Materials,Precious Metals
APLE,3880570146,United States,2015,2267893,Real Estate,Real Estate Investment Trusts
TFSL,3863349404,United States,2007,437950,Finance,Savings Institutions
NEOG,3856817677,United States,1989,2121858,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NVST,3856553325,United States,2019,5274569,Health Care,Medical/Dental Instruments
EPRT,3850677799,United States,2018,1636200,Real Estate,Real Estate Investment Trusts
EURN,3850432478,,2015,1330931,Consumer Discretionary,Marine Transportation
ESMT,3847736690,United States,2021,585983,Technology,EDP Services
WTM,3843110429,United States,,5055,Finance,Property-Casualty Insurers
SLAB,3828138694,United States,2000,350772,Technology,Semiconductors
FRPT,3827994606,United States,2014,633061,Consumer Staples,Packaged Foods
AMR,3825409400,United States,2018,274216,Energy,Coal Mining
ACA,3821318535,United States,2018,192991,Industrials,Metal Fabrications
MBLY,3819044944,Israel,2022,1367778,Technology,Computer Software: Prepackaged Software
SLM,3814930021,United States,,3441355,Finance,Finance: Consumer Services
HWC,3813912075,United States,,686344,Finance,Major Banks
BCO,3811326529,United States,,158176,Consumer Discretionary,Oil Refining/Marketing
PYCR,3803954688,United States,2021,782077,Technology,Computer Software: Prepackaged Software
